function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,binary result,categorized result,specific result
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13125,0,0,0,0
16,90,12.2,117,0.3471,0.43,1.0,0,0,1,1,1,-1.0,16707,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.505747,17976,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.517241,16963,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,12.2,117,0.3471,0.43,1.0,0,0,0,1,1,-1.0,16708,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14147,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,12.2,117,0.3471,0.43,0.93,0,0,0,1,1,-1.0,13104,1,0,0,0
16,90,12.2,117,0.3471,0.43,0.93,0,0,0,1,1,-1.0,13104,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,12.2,117,0.3008,0.43,0.93,0,0,0,1,1,-1.0,14661,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,12.2,117,0.2391,0.43,0.93,0,0,0,1,1,-1.0,17204,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,12.2,117,0.2391,0.43,0.78,0,0,0,1,1,-1.0,16952,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,11.4,117,0.2391,0.43,0.78,0,0,0,1,1,-1.0,13638,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13124,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13125,0,0,0,0
16,90,11.4,117,0.2391,0.43,0.56,0,0,1,1,1,-1.0,17459,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,11.4,117,0.2391,0.43,0.56,0,0,0,1,1,-1.0,17460,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,11.4,117,0.2391,0.43,0.56,0,0,0,1,1,-1.0,17460,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,11.4,117,0.2391,0.45,0.56,0,0,0,1,1,-1.0,12611,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.126268,13367,0,1,2,34
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.128222,13364,0,1,2,34
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.139884,17988,0,1,2,34
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.141893,13111,0,1,2,34
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14145,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14147,0,0,0,0
16,90,11.4,117,0.2853,0.39,0.56,0,0,0,0,1,-1.0,16950,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.517241,16962,0,0,0,0
16,90,11.4,117,0.2853,0.39,1.15,0,0,0,0,1,-1.0,13617,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,11.4,112,0.2853,0.39,1.15,0,0,0,0,1,-1.0,13622,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,11.4,112,0.2853,0.39,1.15,0,0,0,0,1,-1.0,13622,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,11.4,112,0.2853,0.39,1.15,0,0,0,0,1,-1.0,13622,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13125,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.505747,17976,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,11.4,112,0.2667,0.39,1.15,0,0,0,0,1,-1.0,17462,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14145,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14145,0,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,13.0,118,0.2667,0.39,1.15,0,0,1,0,1,-1.0,14385,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,13.0,118,0.2667,0.39,1.15,0,0,1,1,1,-1.0,14384,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13123,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
16,90,13.0,118,0.2667,0.25,1.15,0,0,1,1,1,-1.0,14393,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,13.0,118,0.216,0.25,1.15,0,0,1,1,1,-1.0,17476,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.563218,16966,0,0,0,0
16,90,13.0,113,0.216,0.25,1.15,0,0,1,1,1,-1.0,17714,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17990,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17990,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17990,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,13.0,113,0.216,0.25,1.15,0,0,0,1,1,-1.0,17715,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,13.0,119,0.216,0.25,1.15,0,0,0,1,1,-1.0,17476,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13124,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14145,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13124,0,0,0,0
16,90,13.0,119,0.3045,0.25,1.15,0,0,0,1,1,-1.0,14645,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,5.63,119,0.3045,0.25,1.15,0,0,0,1,1,-1.0,12596,1,0,0,0
16,90,5.63,119,0.3045,0.25,1.15,0,0,0,1,1,-1.0,12596,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.54023,13124,0,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17988,0,0,0,0
16,90,5.63,119,0.3045,0.25,0.54,0,0,0,1,1,-1.0,13621,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.528736,14146,0,0,0,0
16,90,5.63,119,0.3045,0.25,1.31,0,0,0,1,1,-1.0,16692,1,0,0,0
16,90,5.63,119,0.3045,0.25,1.31,0,0,0,1,1,-1.0,16692,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
16,90,5.63,119,0.3045,0.25,1.31,0,0,0,1,1,-1.0,16692,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.563218,16965,0,0,0,0
16,90,4.83,119,0.3045,0.25,1.31,0,0,0,1,1,-1.0,17969,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,4.83,114,0.3045,0.25,1.31,0,0,0,1,1,-1.0,17974,1,0,0,0
16,90,4.83,114,0.3045,0.25,1.31,0,0,0,1,1,-1.0,17974,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
16,90,10.4,114,0.3045,0.25,1.31,0,0,0,1,1,-1.0,14392,1,0,0,0
3,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,12869,1,0,0,0
3,46,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0.551724,17989,0,0,0,0
16,90,10.4,114,0.3045,0.25,1.31,0,0,0,1,1,-1.0,14392,1,0,0,0
16,90,10.4,114,0.3045,0.25,1.31,0,0,0,1,1,-1.0,14392,1,0,0,0
16,16,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1.0,17718,0,0,0,0
